1,Addis Ketema,7.41,"271,644","36,659.10",no,1
2,Akaky Kaliti,118.08,"195,273","1,653.70",no,1
3,Arada,9.91,"225,999","23,000",no,1
4,Bole,122.08,"328,900","2,694.10",no,1
5,Gullele,30.18,"284,865","9,438.90",no,1
6,Kirkos,14.62,"235,441","16,104",no,1
7,Kolfe Keranio,61.25,"546,219","7,448.50",no,1
8,Lideta,9.18,"214,769","23,000",no,1
9,Nifas Silk-Lafto,68.3,"335,740","4,915.70",no,1
10,Yeka,85.46,"337,575",39,no,1
11,Lemi Kura,,,,,1
